Gene	Matched_Count	Total_Count	Mismatches
TCF4	207	686	MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,RPL21P126,CHS.134648,TCF4-AS1,CHS.24693,LOC105372126,MIR4529,RPL21P126,CHS.134648,TCF4-AS1,CHS.24693,LOC105372126,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,CHS.134648,TCF4-AS1,CHS.134648,TCF4-AS1,CHS.134648,TCF4-AS1,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,RPL21P126,CHS.134648,TCF4-AS1,CHS.24693,LOC105372126,MIR4529,RPL21P126,CHS.134648,TCF4-AS1,CHS.24693,LOC105372126,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,LOC105372126,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,MIR4529,RPL21P126,CHS.134648,TCF4-AS1,CHS.24693,LOC105372126,MIR4529,CHS.134648,TCF4-AS1,CHS.24693,CHS.24693,RPL21P126
MMP12	16	16	None
MYLK	157	740	MYLK-AS1,MYLK-AS1,MYLK-AS1,MYLK-AS1,LOC105369194,MYLK-AS2,LOC124909421,LOC105369194,MYLK-AS1,MYLK-AS2,LOC124909421,LOC105369194,MYLK-AS1,MYLK-AS2,LOC124909421,LOC105369194,MYLK-AS1,MYLK-AS2,LOC124909421,LOC105369194,MYLK-AS1,MYLK-AS2,LOC124909421,LOC105369194,MYLK-AS1,MYLK-AS2,LOC124909421,LOC105369194,MYLK-AS1,MYLK-AS2,LOC124906346,LOC124909421,LOC105369194,CHS.165500,MYLK-AS1,MYLK-AS2,LOC124906346,LOC124909421,LOC105369194,CHS.165500,MYLK-AS1,MYLK-AS2,LOC124906346,LOC124909421,LOC105369194,CHS.165500,MYLK-AS1,MYLK-AS2,LOC124906346,LOC124909421,LOC105369194,CHS.165500,MYLK-AS1,MYLK-AS2,LOC124906346,LOC124909421,LOC105369194,CHS.165500,MYLK-AS1,MYLK-AS2,LOC124906346,LOC124909421,LOC105369194,CHS.165500,MYLK-AS1,MYLK-AS2,LOC124906346,LOC124909421,LOC105369194,CHS.165500,MYLK-AS1,MYLK-AS2,LOC124906346,LOC124909421,LOC105369194,CHS.165500,MYLK-AS1,MYLK-AS2,LOC124906346,LOC124909421,LOC105369194,CHS.165500,MYLK-AS1,MYLK-AS2,LOC124906346,LOC124909421,LOC105369194,CHS.165500,MYLK-AS1,MYLK-AS2,LOC124906346,LOC124909421,LOC105369194,CHS.165500,MYLK-AS1,MYLK-AS2,LOC124906346,LOC124909421,LOC105369194,CHS.165500,MYLK-AS1,MYLK-AS2,LOC124906346,LOC124909421,LOC105369194,CHS.165500,MYLK-AS1,MYLK-AS2,LOC124906346,LOC124909421,LOC105369194,CHS.165500,MYLK-AS1,MYLK-AS2,LOC124906346,LOC124909421,LOC105369194,CHS.165500,MYLK-AS1,MYLK-AS2,LOC124906346,LOC124909421,LOC105369194,CHS.165500,MYLK-AS1,MYLK-AS2,LOC124906346,LOC124909421,LOC105369194,CHS.165500,MYLK-AS1,MYLK-AS1,MYLK-AS1,MYLK-AS1,MYLK-AS1,MYLK-AS1,MYLK-AS1,MYLK-AS2,LOC124909421,LOC105369194,MYLK-AS1,MYLK-AS2,LOC124909421,LOC105369194,MYLK-AS1,MYLK-AS2,LOC124909421,LOC105369194,MYLK-AS1,MYLK-AS2,LOC124909421,LOC105369194,MYLK-AS1,MYLK-AS1,MYLK-AS1,MYLK-AS1,MYLK-AS1,MYLK-AS1,MYLK-AS1,MYLK-AS1,MYLK-AS1,MYLK-AS1,MYLK-AS2,LOC124909421,LOC105369194,MYLK-AS1,MYLK-AS2,LOC124909421,LOC105369194,MYLK-AS1,MYLK-AS2,LOC124909421,LOC105369194,MYLK-AS1,MYLK-AS2,LOC124909421,LOC105369194,MYLK-AS1,MYLK-AS2,LOC124909421,LOC105369194,MYLK-AS1,MYLK-AS2,LOC124909421,LOC105369194,MYLK-AS1,MYLK-AS2,LOC124909421,MYLK-AS1,MYLK-AS2,LOC124909421,MYLK-AS1,MYLK-AS2,LOC124909421,MYLK-AS1,MYLK-AS2,LOC124909421,MYLK-AS1,MYLK-AS2,LOC124909421,MYLK-AS1,MYLK-AS2,LOC124909421,LOC105369194,MYLK-AS1,MYLK-AS2,LOC124909421,LOC105369194,MYLK-AS1,MYLK-AS2,LOC124909421,LOC105369194,MYLK-AS1,MYLK-AS2,LOC124909421,LOC105369194,MYLK-AS1,MYLK-AS2,LOC124909421,LOC105369194,MYLK-AS1,MYLK-AS2,LOC124909421,LOC105369194,MYLK-AS1,MYLK-AS2,LOC124909421,LOC105369194,MYLK-AS1,MYLK-AS2,LOC124909421,LOC105369194,MYLK-AS1,MYLK-AS2,LOC124906346,LOC124909421,LOC105369194,CHS.165500,MYLK-AS1,MYLK-AS2,LOC124906346,LOC124909421,LOC105369194,CHS.165500,MYLK-AS1,MYLK-AS2,LOC124906346,LOC124909421,LOC105369194,CHS.165500,MYLK-AS1,MYLK-AS2,LOC124906346,LOC124909421,LOC105369194,CHS.165500,MYLK-AS1,MYLK-AS2,LOC124906346,LOC124909421,LOC105369194,CHS.165500,MYLK-AS1,MYLK-AS2,LOC124906346,LOC124909421,LOC105369194,CHS.165500,MYLK-AS1,MYLK-AS2,LOC124906346,LOC124909421,LOC105369194,CHS.165500,MYLK-AS1,MYLK-AS2,LOC124906346,LOC124909421,LOC105369194,CHS.165500,MYLK-AS1,MYLK-AS2,LOC124906346,LOC124909421,LOC105369194,CHS.165500,MYLK-AS1,MYLK-AS2,LOC124909421,LOC105369194,MYLK-AS1,MYLK-AS2,LOC124909421,LOC105369194,MYLK-AS1,MYLK-AS2,LOC124909421,LOC105369194,MYLK-AS1,MYLK-AS2,LOC124909421,LOC105369194,MYLK-AS1,MYLK-AS2,LOC124909421,LOC105369194,MYLK-AS1,MYLK-AS2,LOC124909421,MYLK-AS1,MYLK-AS2,LOC124909421,MYLK-AS1,MYLK-AS2,LOC124909421,MYLK-AS1,MYLK-AS2,LOC124909421,MYLK-AS1,MYLK-AS1,MYLK-AS1,MYLK-AS1,MYLK-AS1,MYLK-AS1,MYLK-AS1,MYLK-AS1,MYLK-AS1,MYLK-AS2,LOC124906346,LOC124909421,LOC105369194,CHS.165500,MYLK-AS1,MYLK-AS2,LOC124906346,LOC124909421,LOC105369194,CHS.165500,MYLK-AS1,MYLK-AS2,LOC124906346,LOC124909421,LOC105369194,CHS.165500,MYLK-AS1,MYLK-AS2,LOC124906346,LOC124909421,LOC105369194,CHS.165500,MYLK-AS1,MYLK-AS2,LOC124906346,LOC124909421,LOC105369194,CHS.165500,MYLK-AS1,MYLK-AS2,LOC124906346,LOC124909421,LOC105369194,CHS.165500,MYLK-AS1,MYLK-AS2,LOC124909421,LOC105369194,MYLK-AS1,MYLK-AS2,LOC124909421,LOC105369194,MYLK-AS1,MYLK-AS2,LOC124906346,LOC124909421,LOC105369194,CHS.165500,MYLK-AS1,MYLK-AS2,LOC124906346,LOC124909421,LOC105369194,CHS.165500,MYLK-AS1,MYLK-AS2,LOC124906346,LOC124909421,LOC105369194,CHS.165500,MYLK-AS1,MYLK-AS2,LOC124906346,LOC124909421,LOC105369194,CHS.165500,MYLK-AS1,MYLK-AS2,LOC124906346,LOC124909421,LOC105369194,CHS.165500,MYLK-AS1,LOC124909421,MYLK-AS1,MYLK-AS2,LOC124909421,LOC105369194,CHS.165500,MYLK-AS1,MYLK-AS2,LOC124909421,LOC105369194,CHS.165500,MYLK-AS1,MYLK-AS2,LOC124909421,LOC105369194,CHS.165500,MYLK-AS1,MYLK-AS2,LOC124909421,LOC105369194,CHS.165500,MYLK-AS1,MYLK-AS2,LOC124909421,LOC105369194,CHS.165500,MYLK-AS1,MYLK-AS2,LOC124909421,LOC105369194,CHS.165500,MYLK-AS1,MYLK-AS2,LOC124906346,LOC124909421,LOC105369194,CHS.165500,MYLK-AS1,MYLK-AS2,LOC124906346,LOC124909421,LOC105369194,CHS.165500,MYLK-AS1,MYLK-AS2,LOC124906346,LOC124909421,LOC105369194,CHS.165500,MYLK-AS1,MYLK-AS2,LOC124909421,LOC105369194,MYLK-AS1,MYLK-AS2,LOC124909421,LOC105369194,MYLK-AS1,MYLK-AS2,LOC124909421,LOC105369194,MYLK-AS1,MYLK-AS2,LOC124909421,LOC105369194,MYLK-AS1,MYLK-AS2,LOC124909421,LOC105369194,MYLK-AS1,MYLK-AS2,LOC124909421,LOC105369194,MYLK-AS1,MYLK-AS2,LOC124909421,LOC105369194,MYLK-AS1,MYLK-AS2,LOC124909421,LOC105369194,MYLK-AS1,MYLK-AS2,LOC124909421,LOC105369194,CHS.165500,MYLK-AS1,MYLK-AS2,LOC124909421,LOC105369194,CHS.165500,MYLK-AS1,MYLK-AS2,LOC124909421,LOC105369194,CHS.165500,MYLK-AS1,MYLK-AS2,LOC124909421,LOC105369194,CHS.165500,MYLK-AS1,MYLK-AS2,LOC124909421,LOC105369194,CHS.165500,MYLK-AS1,MYLK-AS2,LOC124909421,LOC105369194,CHS.165500,MYLK-AS1,LOC124909421,MYLK-AS1,MYLK-AS2,LOC124906346,LOC124909421,LOC105369194,CHS.165500,MYLK-AS1,MYLK-AS2,LOC124906346,LOC124909421,LOC105369194,CHS.165500,MYLK-AS1,MYLK-AS2,LOC124906346,LOC124909421,LOC105369194,CHS.165500,MYLK-AS1,MYLK-AS2,LOC124906346,LOC124909421,LOC105369194,CHS.165500,MYLK-AS1,MYLK-AS2,LOC124906346,LOC124909421,LOC105369194,CHS.165500,MYLK-AS1,MYLK-AS2,LOC124906346,LOC124909421,LOC105369194,CHS.165500,MYLK-AS1,MYLK-AS1,LOC124909421,MYLK-AS1,MYLK-AS1,MYLK-AS1,MYLK-AS1,MYLK-AS1,MYLK-AS1,MYLK-AS1,MYLK-AS1,MYLK-AS1,MYLK-AS2,LOC124909421,LOC105369194,MYLK-AS1,MYLK-AS2,LOC124909421,LOC105369194,MYLK-AS1,MYLK-AS2,LOC124909421,LOC105369194,LOC124909421,LOC124909421,MYLK-AS2,LOC105369194,MYLK-AS2,LOC105369194,MYLK-AS2,LOC105369194,CHS.165500,CHS.165500
KRT23	80	164	LOC107985072,KRT39,LOC105371777,LOC107985072,KRT39,LOC105371777,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072,LOC107985072
MYH11	96	354	MIR484,NDE1,NDE1,NDE1,NDE1,NDE1,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,LOC124903650,LOC124903651,NDE1,NDE1,NDE1,NDE1,NDE1,NDE1,LOC124903650,LOC124903651,LOC124903650,LOC124903651,LOC124903650,LOC124903651
KRT5	44	44	None
SOX18	3	3	None
NKG7	9	18	CHS.166298,CHS.166298,CHS.166298,CHS.166298,CHS.166298,CHS.166298,CHS.166298,CHS.166298,CHS.166298
TPSAB1	5	10	TPSB2,TPSB2,TPSB2,TPSB2,TPSD1
IGF1	68	148	PMCH,RN7SL793P,LOC100418882,CHS.12587,CHS.12588,PMCH,RN7SL793P,LOC100418882,CHS.12587,CHS.12588,PMCH,RN7SL793P,LOC100418882,CHS.12587,CHS.12588,PMCH,RN7SL793P,LOC100418882,CHS.12587,CHS.12588,PMCH,RN7SL793P,LOC100418882,CHS.12587,CHS.12588,PMCH,RN7SL793P,LOC100418882,CHS.12587,CHS.12588,PMCH,RN7SL793P,LOC100418882,CHS.12587,CHS.12588,PMCH,RN7SL793P,LOC100418882,CHS.12587,CHS.12588,PMCH,RN7SL793P,LOC100418882,CHS.12587,CHS.12588,PMCH,RN7SL793P,LOC100418882,CHS.12587,CHS.12588,PMCH,RN7SL793P,LOC100418882,CHS.12587,CHS.12588,PMCH,RN7SL793P,LOC100418882,CHS.12587,CHS.12588,PMCH,RN7SL793P,LOC100418882,CHS.12587,CHS.12588,PMCH,RN7SL793P,LOC100418882,CHS.12587,CHS.12588,PMCH,RN7SL793P,LOC100418882,CHS.12587,CHS.12588,PMCH,RN7SL793P,LOC100418882,CHS.12587,CHS.12588
MMP1	44	88	WTAPP1,WTAPP1,WTAPP1,WTAPP1,WTAPP1,WTAPP1,WTAPP1,WTAPP1,WTAPP1,WTAPP1,WTAPP1,WTAPP1,WTAPP1,WTAPP1,WTAPP1,WTAPP1,WTAPP1,WTAPP1,WTAPP1,WTAPP1,WTAPP1,WTAPP1,WTAPP1,WTAPP1,WTAPP1,WTAPP1,WTAPP1,WTAPP1,WTAPP1,WTAPP1,WTAPP1,WTAPP1,WTAPP1,WTAPP1,WTAPP1,WTAPP1,WTAPP1,WTAPP1,WTAPP1,WTAPP1,WTAPP1,WTAPP1,WTAPP1,WTAPP1
CTTN	69	85	CTTN-DT,CTTN-DT,CTTN-DT,CTTN-DT,CTTN-DT,CTTN-DT,CTTN-DT,CTTN-DT,CTTN-DT,CTTN-DT,CTTN-DT,CTTN-DT,CTTN-DT,CTTN-DT,CTTN-DT,CTTN-DT
CAV1	72	72	None
LY86	24	48	LY86-AS1,LY86-AS1,LY86-AS1,LY86-AS1,LY86-AS1,LY86-AS1,LY86-AS1,LY86-AS1,LY86-AS1,LY86-AS1,LY86-AS1,LY86-AS1,LY86-AS1,LY86-AS1,LY86-AS1,LY86-AS1,LY86-AS1,LY86-AS1,LY86-AS1,LY86-AS1,LY86-AS1,LY86-AS1,LY86-AS1,LY86-AS1
TRAPPC3	55	55	None
APOC1	10	10	None
LUM	39	39	None
RORC	94	94	None
CXCL12	53	53	None
PRDM1	114	114	None
CLIC6	40	40	None
ZNF562	94	123	ZNF561-AS1,ZNF561-AS1,ZNF561-AS1,ZNF561-AS1,ZNF561-AS1,ZNF561-AS1,ZNF561-AS1,ZNF561-AS1,ZNF561-AS1,ZNF561-AS1,ZNF561-AS1,ZNF561-AS1,ZNF561-AS1,ZNF561-AS1,ZNF561-AS1,ZNF561-AS1,ZNF561-AS1,ZNF561-AS1,ZNF812P,ZNF812P,ZNF812P,ZNF812P,ZNF812P,ZNF812P,ZNF812P,ZNF812P,ZNF812P,ZNF812P,ZNF812P
ERBB2	101	218	MIR4728,PGAP3,MIR4728,PGAP3,MIR4728,PGAP3,MIR4728,PGAP3,MIR4728,PGAP3,MIR4728,PGAP3,MIR4728,PGAP3,MIR4728,PGAP3,MIR4728,PGAP3,MIR4728,PGAP3,MIR4728,PGAP3,MIR4728,PGAP3,MIR4728,PGAP3,MIR4728,MIEN1,MIR4728,MIEN1,MIR4728,MIEN1,MIR4728,MIEN1,MIR4728,MIEN1,MIR4728,MIEN1,MIR4728,MIEN1,MIR4728,MIEN1,MIR4728,MIEN1,MIR4728,MIEN1,MIR4728,MIEN1,MIR4728,MIEN1,MIR4728,MIEN1,MIR4728,MIEN1,MIR4728,MIEN1,MIR4728,MIEN1,MIR4728,MIEN1,MIR4728,MIEN1,MIR4728,MIEN1,MIR4728,MIEN1,MIR4728,MIEN1,MIR4728,MIEN1,MIR4728,MIEN1,MIR4728,MIR4728,MIR4728,MIR4728,MIR4728,MIR4728,MIR4728,MIR4728,MIR4728,MIR4728,MIR4728,MIR4728,MIR4728,MIR4728,MIEN1,MIR4728,MIEN1,MIR4728,MIEN1,MIR4728,MIEN1,MIR4728,MIEN1,MIR4728,MIEN1,MIR4728,MIEN1,MIR4728,MIEN1,MIR4728,MIEN1,MIR4728,MIEN1,MIR4728,MIEN1,MIR4728,MIEN1,MIR4728,MIEN1,MIR4728,MIEN1,MIR4728,MIEN1,MIR4728,MIEN1
KLRC1	63	91	KLRC4,KLRK1-AS1,KLRK1,KLRC4-KLRK1,KLRC4,KLRK1-AS1,KLRK1,KLRC4-KLRK1,KLRC4,KLRK1-AS1,KLRK1,KLRC4-KLRK1,KLRC4,KLRK1-AS1,KLRK1,KLRC4-KLRK1,KLRC3,KLRC2,KLRC2,KLRC2,KLRC2,KLRC2,KLRC2,KLRC2,KLRC2,KLRC2,KLRC2,KLRC2
LAG3	13	13	None
S100A8	10	10	None
IL2RG	67	101	CXorf65,CXorf65,CXorf65,CXorf65,CXorf65,CXorf65,CXorf65,CXorf65,CXorf65,CXorf65,CXorf65,CXorf65,CXorf65,CXorf65,CXorf65,CXorf65,CXorf65,CXorf65,CXorf65,CXorf65,CXorf65,CXorf65,CXorf65,CXorf65,CXorf65,CXorf65,CXorf65,CXorf65,CXorf65,CXorf65,CXorf65,CXorf65,CXorf65,CXorf65
SERHL2	18	128	SERHL,LOC101927372,RRP7A,SERHL,LOC101927372,SERHL,LOC101927372,RRP7A,SERHL,LOC101927372,RRP7A,SERHL,LOC101927372,RRP7A,SERHL,LOC101927372,RRP7A,SERHL,LOC101927372,RRP7A,SERHL,LOC101927372,RRP7A,SERHL,LOC101927372,RRP7A,SERHL,LOC101927372,RRP7A,SERHL,LOC101927372,SERHL,LOC101927372,RRP7A,SERHL,LOC101927372,RRP7A,SERHL,LOC101927372,RRP7A,SERHL,LOC101927372,RRP7A,SERHL,LOC101927372,RRP7A,SERHL,LOC101927372,RRP7A,SERHL,LOC101927372,RRP7A,SERHL,LOC101927372,RRP7A,SERHL,RRP7A,SERHL,RRP7A,SERHL,RRP7A,RN7SKP80,RNU6-513P,RRP7BP,RN7SKP80,RNU6-513P,RRP7BP,RN7SKP80,RNU6-513P,RRP7BP,RN7SKP80,RNU6-513P,RRP7BP,RN7SKP80,RNU6-513P,RRP7BP,RN7SKP80,RNU6-513P,RN7SKP80,RNU6-513P,RRP7BP,RN7SKP80,RNU6-513P,RRP7BP,RN7SKP80,RNU6-513P,RRP7BP,RN7SKP80,RNU6-513P,RRP7BP,RN7SKP80,RNU6-513P,RRP7BP,RN7SKP80,RNU6-513P,RRP7BP,RN7SKP80,RNU6-513P,RRP7BP,RN7SKP80,RNU6-513P,RRP7BP,RN7SKP80,RNU6-513P,RRP7BP,RN7SKP80,RNU6-513P,RRP7BP,RRP7BP,RRP7BP
